0	4
1	0
2	1
3	5
4	9
5	13
6	12
7	8
8	11
9	15
10	14
11	10
12	6
13	2
14	3
15	7
16	11
17	15
18	14
19	10
20	6
21	2
22	3
23	7
24	4
25	0
26	1
27	5
28	9
29	13
30	12
31	8
32	11
33	15
34	14
35	10
36	6
37	2
38	3
39	7
40	4
41	0
42	1
43	5
44	9
45	13
46	12
47	8
48	4
49	0
50	1
51	5
52	9
53	13
54	12
55	8
56	11
57	15
58	14
59	10
60	6
61	2
62	3
63	7
